sgRNA,Rank,TL_32_37,SL1_54_60,SL2_71_76,SL3_88_90
sgRNA_65,rank05,0,1,1,0
sgRNA_66,rank01,0,1,0,0
sgRNA_66,rank02,0,1,0,0
sgRNA_66,rank03,0,0,0,0
sgRNA_66,rank04,0,1,0,0
sgRNA_66,rank05,0,1,0,0
sgRNA_67,rank01,0,0,0,0
sgRNA_67,rank02,0,0,0,0
sgRNA_67,rank03,0,0,0,0
sgRNA_67,rank04,0,0,0,0
sgRNA_67,rank05,0,0,0,0
sgRNA_68,rank01,0,1,0,0
sgRNA_68,rank02,0,1,0,0
sgRNA_68,rank03,0,1,0,0
sgRNA_68,rank04,0,1,0,0
sgRNA_68,rank05,0,0,1,0
sgRNA_69,rank01,0,1,1,0
sgRNA_69,rank02,0,1,0,0
sgRNA_69,rank03,0,1,1,0
sgRNA_69,rank04,0,1,0,0
sgRNA_69,rank05,0,1,1,0
sgRNA_7,rank01,0,0,0,0
sgRNA_7,rank02,1,0,0,0
sgRNA_7,rank03,0,0,0,0
sgRNA_7,rank04,1,0,0,0
sgRNA_7,rank05,0,0,0,0
sgRNA_70,rank01,0,0,0,0
sgRNA_70,rank02,0,0,0,0
sgRNA_70,rank03,0,0,0,0
sgRNA_70,rank04,0,0,0,0
sgRNA_70,rank05,0,0,0,0
sgRNA_71,rank01,0,1,0,0
sgRNA_71,rank02,0,1,0,0
sgRNA_71,rank03,0,1,0,0
sgRNA_71,rank04,0,1,0,0
sgRNA_71,rank05,0,1,0,0
sgRNA_72,rank01,0,1,0,0
sgRNA_72,rank02,0,1,0,0
sgRNA_72,rank03,0,1,0,0
sgRNA_72,rank04,0,1,0,0
sgRNA_72,rank05,0,1,1,0
sgRNA_73,rank01,1,0,0,0
sgRNA_73,rank02,1,0,0,0
sgRNA_73,rank03,1,0,0,0
sgRNA_73,rank04,1,0,0,0
sgRNA_73,rank05,0,0,0,0
sgRNA_74,rank01,0,0,0,0
sgRNA_74,rank02,0,0,0,0
sgRNA_74,rank03,0,0,0,0
sgRNA_74,rank04,0,0,0,0
sgRNA_74,rank05,0,0,0,0
sgRNA_75,rank01,0,1,0,0
sgRNA_75,rank02,0,0,0,0
sgRNA_75,rank03,0,0,0,0
sgRNA_75,rank04,0,0,0,0
sgRNA_75,rank05,0,1,0,0
sgRNA_76,rank01,0,0,0,0
sgRNA_76,rank02,0,1,0,0
sgRNA_76,rank03,0,0,0,0
sgRNA_76,rank04,0,1,0,0
sgRNA_76,rank05,0,1,0,0
sgRNA_77,rank01,0,0,0,0
sgRNA_77,rank02,0,0,0,0
sgRNA_77,rank03,0,1,0,0
sgRNA_77,rank04,0,0,0,0
sgRNA_77,rank05,1,0,0,0
sgRNA_78,rank01,1,0,0,0
sgRNA_78,rank02,0,0,1,0
sgRNA_78,rank03,1,0,0,0
sgRNA_78,rank04,0,0,0,0
sgRNA_78,rank05,1,0,0,0
sgRNA_79,rank01,0,0,0,0
sgRNA_79,rank02,0,1,0,0
sgRNA_79,rank03,0,1,0,0
sgRNA_79,rank04,0,0,0,0
sgRNA_79,rank05,0,1,0,0
sgRNA_8,rank01,1,0,0,0
sgRNA_8,rank02,0,0,0,0
sgRNA_8,rank03,1,0,0,0
sgRNA_8,rank04,0,0,0,0
sgRNA_8,rank05,0,0,0,0
sgRNA_80,rank01,0,1,0,0
sgRNA_80,rank02,0,0,0,0
sgRNA_80,rank03,0,0,1,0
sgRNA_80,rank04,0,1,0,0
sgRNA_80,rank05,0,1,0,0
sgRNA_81,rank01,0,0,0,0
sgRNA_81,rank02,0,1,0,0
sgRNA_81,rank03,0,1,1,0
sgRNA_81,rank04,0,1,1,0
sgRNA_81,rank05,1,1,1,0
sgRNA_82,rank01,0,1,0,0
sgRNA_82,rank02,0,1,0,0
sgRNA_82,rank03,0,1,0,0
sgRNA_82,rank04,0,1,0,0
sgRNA_82,rank05,0,0,0,0
sgRNA_83,rank01,0,0,0,0
sgRNA_83,rank02,0,0,0,0
sgRNA_83,rank03,1,0,0,0
sgRNA_83,rank04,0,0,0,0
sgRNA_83,rank05,0,0,0,0
sgRNA_84,rank01,0,1,1,0
sgRNA_84,rank02,0,1,0,0
sgRNA_84,rank03,0,0,0,0
sgRNA_84,rank04,0,1,0,0
sgRNA_84,rank05,0,0,0,0
sgRNA_85,rank01,0,0,0,0
sgRNA_85,rank02,0,0,0,0
sgRNA_85,rank03,0,0,0,0
sgRNA_85,rank04,1,0,0,0
sgRNA_85,rank05,0,1,0,0
sgRNA_86,rank01,0,1,0,0
sgRNA_86,rank02,0,1,0,0
sgRNA_86,rank03,0,1,0,0
sgRNA_86,rank04,0,1,1,0
sgRNA_86,rank05,0,0,0,0
sgRNA_87,rank01,0,1,0,0
sgRNA_87,rank02,0,1,0,0
sgRNA_87,rank03,0,1,0,0
sgRNA_87,rank04,0,0,1,0
sgRNA_87,rank05,0,0,1,0
sgRNA_88,rank01,0,0,1,0
sgRNA_88,rank02,0,0,0,0
sgRNA_88,rank03,0,1,0,0
sgRNA_88,rank04,1,0,0,0
sgRNA_88,rank05,0,1,0,0
sgRNA_89,rank01,0,1,1,0
sgRNA_89,rank02,0,0,0,0
sgRNA_89,rank03,0,1,1,0
sgRNA_89,rank04,0,1,1,0
sgRNA_89,rank05,0,1,0,0
